u,v,length
799268657,799269113,12.902936991331243
799269113,799269353,10.42249701214704
799269113,799269281,229.12805966591083
4685422941,4685422834,147.92591303466722
4685422941,799268660,424.6631940639017
799268671,9852370490,57.606439071895146
799268671,799269385,13.043191371309709
9852370490,799268993,14.752945591461415
9852370490,799269348,283.2301530756218
799269385,7230097354,240.9471318085777
799268676,799269197,9.013914606536037
799269197,799269168,10.9555030666381
799269197,10173848095,288.5724826558034
799268739,799270714,204.3188419478439
799268739,802357918,102.80002284174131
799270714,802358162,71.68895301041546
799270714,799269134,393.3432750172142
802357918,9852805963,15.448489627280653
802357918,799268739,102.80002284174131
802357918,9852792147,127.52413558549625
799268748,799269179,29.555785547842575
799268748,9837614254,124.15249944765522
799268748,799269364,90.77107317724575
9837614254,799268748,124.15249944765522
799268756,2666093291,135.53320040848925
2666093291,9622986355,229.1629399249082
2666093291,12901959550,180.35117477412751
799268827,802511954,500.0018329729011
802511954,802510489,10.704777673294382
802511954,9865562988,547.692360795619
799268841,799269160,10.797244764671547
799268841,9837785024,27.33618972290836
799269160,799269365,18.06097682364406
799269160,9837785033,32.808076645327574
9837785024,12866281687,263.2725691121995
799268845,799269281,11.78448609734555
799268845,799269353,229.1186999561776
799269281,6114774593,261.95420717919353
799269353,799269101,13.25290065523952
799269353,799268999,210.97054747215208
1987285395,1987285383,108.22822100724187
1987285395,799249258,836.162791998749
799268868,1817400426,62.913619373926885
799268868,799269003,16.6578571078717
799268868,6192951370,184.5368020078136
1817400426,1817400427,15.029719747059067
1817400426,1817400575,547.0684607484684
799269003,799268868,16.6578571078717
799269003,4685422937,226.89380501842007
799268876,799268951,16.718151989637978
799268876,4161787114,114.43938882764861
4161787114,3752655145,14.208121869553958
4161787114,7243024502,161.37195563021695
4161787114,10017629237,176.3730673185629
799268919,799269206,10.7617761716623
799268919,802332878,517.190954726729
799269206,799269134,18.295611492513366
799269206,1817400388,711.7502827005142
802332878,802332760,13.627625134982106
802332878,802332429,305.0528071347703
799269325,799269252,15.314189625156859
799269325,799268639,213.90399923083083
799268993,9852370490,14.752945591461415
799268993,799269385,62.047084706372516
799268993,7230097349,244.64543548974578
7230097349,802358066,19.113351518267304
7230097349,799268993,244.6454354897458
7230097349,7230097354,179.98112017134454
799268999,799268639,16.694558039506198
799268999,9865556914,138.7687271428759
9865556914,799269252,76.04034735479158
9865556914,12237342156,114.66871223012714
4685422937,799241726,80.75798227290397
799269037,799268676,10.920819649318474
799269037,799268657,437.87635471442553
799269093,6649202808,7.134351906940974
799269093,799268919,18.445512131180756
6649202808,1817400331,293.85986051358833
6649202808,6649202807,197.72137186875915
799269101,799268657,9.820579767306725
799269101,799268676,446.05568523158456
799269134,799270703,204.61290633499826
799269134,799269093,10.716166764496213
799270703,799270699,310.8278463690883
799270703,9837785028,434.7615813090846
799269365,9837785029,27.079949573495565
799269365,799269276,9.911796505156518
9837785033,9644555266,276.58217823324435
799269168,799269037,8.985725154816311
799269168,10295207054,377.62893743321035
10295207054,10209503871,105.89989749694212
10295207054,799343664,11.268428966600458
799269172,799268756,13.123501546981446
799269172,6115437610,564.1475213809061
6115437610,1817400766,66.3420287803663
6115437610,6115437611,14.540519822143148
799269177,9837785036,172.7873425157591
9837785036,799269160,42.27448152181437
9837785036,9837785033,56.23945800588152
799269383,3752655328,478.9676999757783
799269383,9865441907,58.798927230012055
799269180,799269344,66.13568959568595
799269180,799269348,147.90841902213197
799269180,9850152288,143.28699251803138
799269344,799269180,66.13568959568595
799269344,799342629,38.46875389394603
799269348,799269180,147.908419022132
799269348,802358163,75.79013402498344
799269348,9852805956,154.1861198937978
9850152288,799269180,143.28699251803135
9850152288,799269326,33.208747495485824
9850152288,802357885,25.16639319378284
10173848095,10173848094,12.581725773846687
10173848095,799269177,409.7953497694396
1817400388,1817400389,15.572866946630137
1817400388,853985972,378.0731423556427
1817400388,1817400363,375.00132792723036
799269252,799268876,15.080783507238213
799269252,12237342156,74.21694239878215
12237342156,799268845,226.71943805374298
799269275,799269177,13.563651699665888
799269275,10173848094,402.27934856252864
10173848094,10173848095,12.581725773846687
10173848094,799269168,288.44263509496227
10173848094,10731986618,166.86968253720042
799269276,802332145,80.7499968929977
799269276,799268841,18.72874157530602
802332145,12258283538,147.39709000499138
802332145,6649190854,10.744321628145064
6114774593,6114774592,10.469479773652548
6114774593,12901959551,204.19086842334272
799269282,9865441908,24.62702836948626
799269282,9837888107,54.15632159768852
9865441908,12747653398,19.745533510275237
9865441908,799268748,184.73294674020386
9837888107,799268827,9.357282085214067
9837888107,9865562998,544.0918946530156
799269326,9850152288,33.208747495485824
799269326,9805344782,164.18913132035615
9805344782,9805344781,10.601207707616398
9805344782,12866281688,68.3338453961254
799342629,799343664,106.05423478240817
799342629,10209503871,9.788982277854672
802358163,9852792137,47.205324061141134
802358163,802358032,115.07388454642759
802358163,799269348,75.79013402498344
9852805956,799268993,124.54479333856146
9852805956,9852805962,112.63481563459625
799269360,802357888,46.113167160257774
799269360,802358066,94.68864555841223
799269360,9852162089,160.26797244011314
802357888,799269360,46.113167160257774
802357888,9852805977,80.61707953882306
802357888,9852162089,107.0265222823011
802358066,799269360,94.68864555841223
802358066,7230097349,19.113351518267304
802358066,5781274319,97.38892130392641
9852162089,802357912,16.00126647216252
9852162089,802357888,107.0265222823011
9852162089,799269360,160.26797244011317
9837785029,6192307799,527.7878317328451
3752655328,799269383,478.9676999757782
3752655328,3752655224,227.65305347145573
3752655328,9622953955,33.644451045523176
9865441907,12747653398,24.953322051933945
9865441907,4216744055,906.1193575233779
7230097354,7230097349,179.98112017134454
7230097354,9852370488,75.86621204258171
799269387,799269282,492.58137361578486
799270685,802358129,25.9244895704258
799270685,799270696,93.28489776588285
799270685,11024792198,37.04429271125321
802358129,802358162,110.32381921776391
802358129,799270685,25.9244895704258
802358129,3752829601,30.575011570811522
799270696,799270685,93.28489776588285
799270696,11024792204,94.1704624376013
799270696,802358013,62.91684870654754
11024792198,799270699,36.47676786873469
11024792198,799270685,37.04429271125321
11024792198,11024792204,257.13358297789097
11024792204,799270696,94.1704624376013
11024792204,802358199,242.31742861937863
11024792204,11024792198,257.13358297789097
802358013,799270696,62.91684870654753
802358013,9960999674,51.278354465625966
802358013,3752829601,111.80385739496441
799270698,9805344781,52.03086921828536
799270698,799270699,466.0749245496984
9805344781,799270701,13.475915789928749
9805344781,9805344782,10.601207707616398
799270699,11024792198,36.47676786873469
799270699,799270698,466.0749245496984
799270699,799270703,310.8278463690883
799270701,802358199,37.94565369723268
799270701,799269326,151.35578703865198
802358199,799270701,37.94565369723268
802358199,11024792204,242.31742861937866
802358199,9850111975,182.6467226338651
9837785028,799268841,37.22016465423054
9837785028,9837785024,46.82688153470777
802358162,799270714,71.68895301041546
802358162,802358129,110.32381921776391
802358162,802358203,53.71630907301441
799343664,10295207054,11.268428966600458
799343664,799269037,383.44126746967316
10209503871,799342629,9.788982277854672
10209503871,799269344,39.77133162220716
799343710,4221391413,50.08049295794311
4221391413,3001365245,46.335355296673846
4221391413,4221391411,144.39477205833492
799343894,4267879308,278.8863577904208
799343894,4950918220,645.7206455022714
4267879308,4267879307,36.4766127824299
4267879308,853833879,18.43324179160634
4267879308,7256861134,39.421591462297
4950918220,851994947,175.63910374387143
799343952,7256861128,236.62940350954733
7256861128,12782112744,12.32875076854721
7256861128,7256861131,29.979915642791113
802331640,799269276,386.7580536077847
802331640,6649190854,456.69584094113833
6649190854,6649190852,147.03686190966337
6649190854,802332145,10.744321628145064
6649190854,12258283537,4.062044677358029
6649190854,802331640,456.6958409411383
802331949,1817400363,90.23372858405027
802331949,799241992,658.8815220640506
3735973841,6636689769,11.274744313908261
3735973841,799241823,230.285665380204
1817400363,1817400361,14.611510258235935
1817400363,802332678,726.0105160225492
1817400363,1817400388,375.00132792723036
802332077,6192307798,19.324708538394134
802332077,6192307799,13.101637067385084
6192307798,12258283540,73.8129813670786
6192307798,12258283535,162.12582919930338
6192307799,802332077,13.101637067385084
6192307799,6622170236,190.31785201134528
12258283538,6649190852,13.092601904659118
12258283538,802332720,68.52167714104509
802332830,1817400246,16.758122590305504
802332830,12311955094,10.309642170543567
802332579,9832229502,13.896341047516065
9832229502,9832738103,20.919643297143534
9832229502,9832229503,14.582768077259935
802332678,802332878,15.915112352336733
802332678,799269206,514.9649765826108
802332720,6649202806,183.20375014987232
802332720,12258283529,5.918185340819507
6649202806,6649202807,10.179685110542119
6649202806,799269093,197.4478744152623
12258283529,12258283530,9.437216324935992
12258283529,802332720,5.918185340819507
802332760,799268865,56.245194329858
802332760,802332923,16.09305522491061
1817400246,1817400234,15.23497272890166
1817400246,802332579,192.86654201637842
12311955094,12312079502,140.77866106301065
12311955094,12312079501,148.99364359489667
1817400361,802331805,101.05274787637404
1817400361,1817400363,14.611510258235935
802357885,9850111975,29.264716384045187
802357885,9850152288,25.16639319378284
802357885,802358220,69.83704655645717
9850111975,802358199,182.64672263386507
9850111975,802357885,29.264716384045187
9850111975,11024752560,64.74052171138891
802358220,802357885,69.83704655645717
802358220,9852792137,64.35257333298262
802358220,9729332368,55.99103573539557
9852805977,802358386,25.43617182625745
9852805977,9852805976,65.02080088467476
9852805977,802357888,80.61707953882306
802357905,802358203,96.71404019180233
802358203,802358162,53.71630907301441
802358203,802357905,96.71404019180233
802358203,9852792140,92.20553072447677
