id,x,y
1817400314,733898.0536328785,3156527.7880343036
712889246,733211.3265880267,3157493.038975597
802358386,733212.4477978067,3157506.1007335554
9852805963,733245.2007819545,3157329.421453338
11024684595,733127.4611785766,3157499.4224732565
712889271,733028.0431623613,3157512.3057274595
9852805974,733112.3408095761,3157501.406223663
787112250,743545.766430918,3149160.211673003
4247508275,743554.3702687873,3149150.3211152973
12747158805,743540.9311678591,3149166.066283817
11925199153,742697.444793453,3149053.4726905776
799241668,731723.3404776525,3157786.2414644593
4685422940,731962.966037811,3157580.483705814
6192951370,731769.3605116976,3157776.0625158814
799241699,732437.6101336405,3157246.1280493587
799242061,732345.9109798927,3157275.6910553635
799268660,732198.6938890329,3157376.6488638367
799241962,732948.8462114269,3157639.2096184
1817400408,732794.5541408124,3157577.4258095706
799241726,732170.5326713037,3157465.593246815
799269129,732271.0926663209,3157413.2524339603
799241873,732282.9902499502,3157458.8042216212
799241750,732503.3563041775,3157274.008133929
4685422936,732545.3551329604,3157243.5279452833
799241757,732496.9601966274,3156993.2793050874
799241795,732713.601904164,3157303.1342303404
799241765,733035.1761666609,3156673.132517862
3809143653,732983.5166320788,3156723.3999715997
799241778,732767.4527785545,3157031.094949027
802331805,732865.7312799138,3157017.5767267
8129660368,733364.6721431895,3156425.1979645956
3735973846,732442.2749886143,3157401.2074350608
853985616,732839.5262441407,3157487.4078895384
799241823,732444.8984327152,3157384.4501040503
3735973848,732290.9296622579,3157469.8164438563
799241844,732276.0188654931,3157269.2514567277
1817400390,732257.7587347584,3157264.610135084
1007395306,732715.7751132917,3156910.0321503025
9852968842,732312.8815031417,3157274.5936695514
799269362,732303.6788425809,3157410.5045427876
799241939,732513.9315775167,3156997.740206259
1007395388,732712.8619353942,3156894.950234801
1817400348,732375.4962244136,3156799.319138627
9852370489,733052.6010371912,3157791.0129870195
799241980,727716.7954098324,3160789.747572645
8113491069,727628.0539821826,3160858.7292752108
8113491074,727659.4900389842,3160788.079923598
799241992,732725.0162447484,3157297.916394393
799242007,732467.0326892604,3157297.8150606593
799269111,732361.9140020976,3157380.4782472076
799242036,732732.2259204022,3156979.7688387097
6998029041,728105.9395998186,3160436.2907278137
1870123587,727680.8838910868,3160793.4405750404
799269086,732314.2978340475,3157295.555684675
799242076,731596.2617827125,3157825.034797376
1819560486,731573.4589024294,3157836.260249234
4685422851,731671.266709665,3157760.32092656
799249209,733997.04359848,3155638.538097335
8129660331,733967.6602741608,3155656.724654379
8129660364,734014.1953391349,3155668.928429412
8129660363,734004.2822252839,3155634.5797694176
799249229,731122.7226028914,3158206.698679575
6095246000,731076.1587466125,3158135.2406854597
799249258,734047.3608304661,3155732.735722411
9832229501,734077.103588328,3155784.4665764635
799268638,733407.4124746937,3156381.828753983
802332923,733442.7551685285,3156425.8189940555
799268865,733419.3391641284,3156371.0998619017
799268639,734072.180892996,3158685.6914072265
799268657,733897.5319956637,3158554.5838889717
799269113,733886.5851246146,3158561.428713696
4685422941,731853.7587140147,3157623.087218137
799268671,733248.3203692246,3158055.303657533
9852370490,733295.9303426042,3158022.831020061
799269385,733240.8950943465,3158044.6002641516
799268676,734103.754490646,3158199.6990108574
799269197,734105.3899043661,3158190.861185126
799268739,733264.0138590668,3157213.105368122
799270714,733431.4565741941,3157095.8969247458
802357918,733248.5550193652,3157314.3862769827
799268748,734139.6179633199,3158627.8047883175
9837614254,734186.9085719191,3158544.1689067925
799268756,733241.1049665905,3158060.149813861
2666093291,733318.4390500782,3158171.2480824785
799268827,734324.1091245811,3158616.519890589
802511954,734386.5925542307,3158121.9749136437
799268841,734139.8263230035,3157429.3876500693
799269160,734145.9262009404,3157438.2800151557
9837785024,734117.1921155199,3157444.736568388
799268845,733707.6418618616,3158705.632609199
799269281,733701.0106469003,3158695.9093242195
799269353,733892.3859328162,3158570.071096355
1987285395,733464.1725356099,3156324.4460432944
799268868,731910.4095550211,3157657.2485951926
1817400426,731946.5266795894,3157708.667374136
799269003,731923.4237865135,3157646.8503529527
799268876,733947.2090060905,3158878.5034884443
4161787114,733897.7497032513,3158981.1794271367
799268919,733753.9897772039,3156852.303426752
799269206,733745.1893270925,3156858.503785298
802332878,733463.1531358622,3156425.4484656467
799269325,733968.608706078,3158872.377299746
799268993,733291.5780487942,3158008.7735923366
7230097349,733255.1273780317,3157767.5723333587
799268999,734057.6680923211,3158677.4073019554
9865556914,733991.418008234,3158799.030090492
4685422937,732100.0486944276,3157504.980262887
799269037,734093.0150149416,3158197.599742288
799269093,733764.7786237308,3156867.2320966874
6649202808,733770.818592841,3156863.4272274515
799269101,733903.2879950712,3158562.5268358258
799269134,733755.9320993989,3156873.2873849417
799270703,733872.1307651624,3157041.390356617
799269365,734160.6959792621,3157427.87473264
9837785033,734165.8945031693,3157464.269707539
799269168,734094.6108244611,3158188.783301671
10295207054,733774.1029188734,3158038.6469540587
799269172,733233.6518658667,3158049.3682561032
6115437610,732770.6321898025,3158372.0135115986
799269177,733967.8049339462,3157558.9579535485
9837785036,734110.7799439623,3157461.8062329134
799269383,734238.9732114144,3158677.5337455883
799269180,733642.7112884349,3157875.2199456017
799269344,733683.5498422169,3157927.160157175
799269348,733525.7204584186,3157859.430053582
9850152288,733691.2805777782,3157756.325547402
10173848095,734155.3262311689,3157907.4929427905
1817400388,733160.5876670567,3157264.9377503917
799269252,733954.8797413782,3158865.5503907213
12237342156,733887.827500358,3158833.543509993
799269275,733957.3406099008,3157567.586496549
10173848094,734142.9141704259,3157905.2826564787
799269276,734155.656040024,3157419.358326646
802332145,734107.6711035016,3157354.5226541203
6114774593,733546.9843369945,3158484.430822989
799269282,734343.3393449774,3158676.3806344285
9865441908,734319.0657067181,3158671.93725738
9837888107,734325.0890289638,3158625.798028908
799269326,733711.5758816578,3157731.0055270446
9805344782,733848.1149115931,3157640.6195386783
799342629,733704.3058896811,3157958.830744783
802358163,733513.210641516,3157794.7153336313
9852805956,733395.58725714,3157940.15608466
799269360,733236.2963152663,3157655.7303909194
802357888,733225.5709967138,3157611.010009591
802358066,733253.3501738966,3157748.5987051264
9852162089,733315.6559058233,3157554.300537908
9837785029,734182.7598016846,3157412.1596901426
3752655328,734241.1684754753,3159140.7606838373
9865441907,734297.2192334936,3158685.6936302576
7230097354,733103.7844042045,3157846.8376146033
799269387,734823.9849789523,3158787.1058361386
799270685,733556.8448507612,3157261.44067337
802358129,733540.2496660219,3157241.5511712753
799270696,733614.9160749374,3157334.3359748567
11024792198,733587.243274986,3157240.24662941
11024792204,733671.0752087403,3157409.777070546
802358013,733560.8245621173,3157366.5566429687
799270698,733883.0460542254,3157601.298956865
9805344781,733841.3638664469,3157632.457258359
799270699,733617.1750988744,3157219.376007578
799270701,733830.1489104269,3157639.939962646
802358199,733809.7304291972,3157608.0208885944
9837785028,734118.7556130721,3157398.763386497
802358162,733473.3523021309,3157153.966546544
799343664,733765.172343765,3158045.5210097013
10209503871,733712.1202894507,3157952.932331115
799343710,733639.5990756243,3166102.2497341577
4221391413,733636.6507875376,3166052.416072336
799343894,731974.6816515764,3165784.394917362
4267879308,731975.6852388536,3166062.435980326
4950918220,731990.7742548869,3166426.5557494424
799343952,731713.8461799253,3166095.8435808946
7256861128,731950.2467261016,3166091.3480557925
802331640,734471.8220702661,3157196.3915443304
6649190854,734116.3850920934,3157348.2321485463
802331949,732880.9223896908,3157018.964751982
3735973841,732633.2547428531,3157252.044708172
1817400363,732946.8383690307,3156957.3929966725
802332077,734608.6045760233,3157099.8421896286
6192307798,734592.1733215232,3157110.0363566303
6192307799,734616.0974535635,3157110.570015576
12258283538,734022.9530752092,3157234.124264463
802332830,733918.2204264195,3155923.0829693424
802332579,734084.7144754085,3155796.715340375
9832229502,734096.4973246655,3155789.3327566707
802332678,733451.5562224009,3156436.339102617
802332720,733983.6935824334,3157178.0675585475
6649202806,733878.2732587963,3157028.5064870496
12258283529,733988.6356025465,3157174.8064082563
802332760,733454.5585517893,3156414.8881022604
1817400246,733929.9760885488,3155911.153606866
12311955094,733925.1698093789,3155930.6836541486
1817400361,732937.3136886102,3156946.3266798365
802357885,733674.8355859508,3157737.3036177247
9850111975,733660.8881074539,3157711.8671278823
802358220,733608.1288985305,3157737.2504982245
9852805977,733215.3549990763,3157531.294983784
802357905,733492.1718219011,3157256.0068828925
802358203,733428.3843810449,3157183.3977703783
802357912,733316.6460321932,3157538.486561657
9969739066,733366.7400471289,3157494.964334746
9852792147,733341.2716380078,3157401.740034086
802358001,733376.8716566217,3157440.014096023
11024464757,733310.1766286601,3157510.2276840373
9852158210,733404.4124763083,3157454.133548678
9960999674,733582.3274076337,3157412.9333614064
3752829601,733519.3196419149,3157263.809677879
802358032,733438.9012108814,3157708.236019546
5781274319,733342.098348823,3157717.210109169
11024803346,733499.3525879501,3157689.4803788085
802358087,733629.381042286,3157625.008181245
11024752560,733634.5563520396,3157658.7079429096
9852162086,733619.0383012192,3157636.4003381277
9960999682,733515.1492917135,3157448.7856221236
802358148,733544.3096795115,3157714.6356649445
9729332368,733591.0796742082,3157684.132084605
9852792137,733552.3775350322,3157768.329212525
9852792140,733383.3777975783,3157240.393144992
802381090,736783.1123767697,3159011.566782971
802510484,736918.5166309874,3159004.210845449
802381160,736273.5983586933,3158956.3173571113
802637898,736735.107524049,3159008.901208765
802381188,735723.9596758304,3158863.7926168353
802511818,735189.1168608536,3158803.680182098
802435939,734948.3676676505,3158811.750801336
802510949,735030.7971388828,3158820.4875737536
802436118,734659.1096181751,3160125.282721698
4215272630,734619.2527169067,3159959.3603130095
4216746013,734808.5406731511,3160028.2927512177
4216746024,734546.8032957783,3160231.2888556463
802510112,736772.6187445434,3158945.922821583
802510518,736708.2127594802,3158992.712779368
802510143,737532.34857944,3158223.519992408
802511796,737428.7518877033,3158297.57776508
802511652,737572.2689601837,3158261.928957273
802510188,737648.8555221278,3158330.6423776383
802510267,737658.3161204644,3158321.4089119756
9824098525,737378.0630830518,3158398.365237989
802512063,737646.8376678462,3158678.6988417855
9822388944,737171.2937668854,3157887.3799637095
802511391,736924.7314764953,3158985.940862544
802512079,737118.8679504399,3158987.8128200755
802510486,734939.3544990951,3158199.8481831714
802510532,734940.9310654248,3158189.090991174
9837669162,735689.5324633531,3158297.4245298053
802510489,734388.2427118468,3158111.429836335
6622170249,734346.259653315,3157678.64355087
802511946,735883.4124047868,3158881.76782774
802510527,734873.7620658459,3158702.269143893
9865562962,734875.4199655842,3158691.358340875
802510528,737421.3848126717,3158144.8196955277
9824062835,737453.0446498296,3158152.5569720026
802511514,737367.2602652095,3158130.3187133037
9824098528,737408.73056714,3158272.6784153096
9865562987,734931.546071362,3158187.816415621
802510779,736845.7506996726,3158434.4985066825
802511612,736831.4551082815,3158432.979088474
9824062836,737002.3876037763,3158036.154093387
802510830,735029.1882311173,3158789.364130641
802512083,734863.3335765119,3158792.251312849
802510899,737167.1743620951,3158077.6056319857
802511656,737212.0584697265,3158089.5126506765
1817451143,737083.7409883155,3158142.5158227873
802511781,735227.5435152182,3158838.6799613065
802510977,737334.4895377333,3158401.6084794826
802512066,737351.2748132971,3158261.6804891727
9824098521,737254.2994569886,3158408.3691996415
802511086,734995.7479122389,3157637.134433508
9835949913,734957.0699995644,3157588.026740797
3752829614,735026.2012788907,3157615.2575886925
802511699,736828.5197751464,3158994.964056636
802511469,736830.6158496081,3158443.507123198
6191577557,736845.0994215177,3158444.930542069
9865562976,736774.1826026709,3158938.3034590203
802511692,737288.6817323558,3158110.5664854688
802511529,737109.5325042256,3158969.1065635365
802511608,737002.6507274717,3158220.9129025764
802511937,737196.1089618293,3158239.5257820063
802511717,736998.452187575,3158269.7497362657
5780873229,736553.9770857557,3158400.5024950206
802511835,737455.1645303771,3158343.9183409
1817451141,737345.4567346089,3158057.4707302046
9824058014,736980.0634174586,3158430.125587671
802511878,737097.6317492957,3158279.8925673882
802638316,735530.3554885242,3158865.658035781
802512048,737190.406227122,3158291.037759906
9824098519,737077.1877368734,3158423.1840926153
802511890,735902.6264637512,3158912.325349377
802639075,736181.4247987161,3158943.7939772513
9865562988,734929.9092291152,3158198.6500181016
802511984,735729.955814114,3158891.87761782
9824098520,737171.5898553843,3158415.2791099194
802638034,737831.8945695306,3158495.5214302973
802637147,735676.5554551858,3161139.4319593096
802638503,735587.2386745365,3161166.8203500477
802638002,735747.3335216156,3161117.7254539398
802637542,735706.2724267824,3161239.0033999896
802637150,736001.274157532,3160280.6157296407
802638860,736008.727716699,3160273.6692948784
802637960,736078.793722919,3160407.207967543
802637162,734710.3365436711,3160734.9484670605
802638444,734723.4592050954,3160730.8536083214
802638241,734934.9755928714,3161218.4033800033
802637165,735667.9381592092,3161592.7239874755
802637488,735678.8220572784,3161505.711561332
9819478238,735515.5701883201,3161572.3626953904
9850482769,735744.8304883182,3161604.6715901284
802637193,736170.7418488768,3159440.2332184953
802639017,736171.9387789716,3159431.3645348996
802637195,734381.2724271937,3160330.6875350205
9852536532,734371.348579381,3160307.481248089
802637198,735564.7164522941,3161091.5884879506
802637843,735725.9811350489,3161043.2707398743
802637239,735512.6917002954,3160039.5782434996
802637940,735513.7550664791,3160032.4587901505
9853271103,735747.3121183095,3160070.7391838166
802637301,736003.6587970606,3161361.670771772
802639000,736011.6244530361,3161362.806973078
802638361,735881.0714020523,3161342.148719622
802638025,735980.4639683802,3161516.8720576703
802637306,735757.6505622352,3160063.9614870446
9853271104,735748.2522057611,3160062.9408773896
802637919,735782.9010372541,3159868.7507130345
802637332,737209.7035064402,3157843.6811359674
9824211317,737220.2985109247,3157406.283525179
9821508211,736461.9117102595,3157175.3004405275
9821581192,737821.5783620356,3158474.9872647882
802637344,735337.503071036,3160554.079351782
802638350,735346.0963559933,3160551.2913310514
802638558,735442.4170622502,3160944.0302241202
802637390,736122.4730382507,3159799.8848433015
802638531,736124.0488759573,3159785.812301093
9933769443,736311.2589445052,3159825.0553528797
802637472,736180.1584359977,3159268.7543399706
802639901,736158.440538312,3159429.69556761
802639143,736193.8461773559,3159270.2608084055
802637483,735845.5424300607,3159409.804182089
802639126,735846.8655625398,3159398.5429657823
802638533,736157.2298131379,3159438.763562633
802637996,735530.5127247074,3161485.010456084
802639819,735785.0994380307,3161331.047244527
802637521,735436.6173274143,3161564.0454373895
1820482834,735481.0655299359,3161573.1439347253
9948740316,735224.7016737895,3161517.6761963493
9819478235,735459.5852946676,3161402.230559399
802638037,735780.9794466668,3161235.1173899155
802639637,735610.8339856055,3161245.6331923837
802637571,735456.2639947657,3160940.4386127056
802637577,735489.1493136792,3161103.6528698946
802638009,735492.1068886113,3161113.3479790217
802637834,735176.66258383,3160016.3890048824
9860226929,735072.4677514603,3160055.44762279
802638260,735179.4234730623,3160024.6940033124
802637839,736226.4959648696,3160819.6519136974
4215212430,736229.463723032,3160801.615633904
4215212439,736216.6073372009,3160907.5934579377
802638763,736089.849433392,3160803.7478891388
802637853,735723.4467125058,3161034.44895254
802638820,736063.018903148,3160941.068061759
802637851,736215.2095421525,3159116.2537282836
802638293,736200.6709744213,3159114.6857622117
802638063,736255.7895722638,3158969.3088844237
802638575,735501.1447280706,3161100.1128268833
802637861,736080.6492201075,3160106.9860097305
802638305,736067.8640452782,3160104.4665516024
802637870,736070.6783832028,3160938.949243876
802637971,736071.8865195101,3160930.491042759
802639929,736748.2022761451,3159029.612369389
802637906,735858.9362240308,3161500.232207763
802638423,735763.8821362709,3161488.3398236283
9853271108,735775.3349476585,3159867.656060355
802637923,735578.3773238298,3159113.190981219
802638766,735565.4343648746,3159111.6447711615
802638067,735599.2766874573,3158873.1740256967
802637937,736279.1733557354,3160438.6111026234
4215212391,736268.114280677,3160517.5696838843
9838408937,736357.0009065248,3160358.902883528
802639029,736325.1440421129,3160104.7822443885
3752445548,735227.0563593893,3159999.8030197546
802637943,736604.3136674758,3159384.7277093427
802638023,736615.0853216492,3159391.476057944
802639830,736314.2929989196,3159811.9990632557
802637947,735969.7368047648,3161619.322451631
6631023813,735887.7002511285,3162198.3528986834
802637949,734957.9519165715,3161217.9437108226
802638038,734948.8065194858,3161206.7941261823
802639771,735162.8787000726,3161037.2138032345
6191879183,736088.1978114495,3160405.013384413
802638461,736081.847971085,3160803.398215291
802637968,735459.4982914166,3160951.957734776
802638449,736064.2570623767,3160932.577200212
9819478237,735542.5272828889,3161414.752888682
802638006,734570.2484216068,3160243.699890507
4216746026,734557.1086700379,3160248.6262294063
802639931,734573.0459766369,3160253.125352859
802638514,735503.8867778654,3161109.8146968917
802638989,735501.9112099789,3161218.838915966
802638996,736622.8390334474,3159379.8899969854
9849309910,735973.1216977579,3161565.9672626574
9824525251,737835.9810016772,3158493.4420442483
9835546733,737649.0836158228,3158843.817041254
802640014,735808.6359170263,3161331.454322875
802638051,735463.4449673938,3157626.5179947168
9628424319,735456.7893773176,3157631.7067707204
12222038399,735476.1154529816,3157620.252398239
9837651333,735461.0591382432,3157596.077426702
802638231,737827.8436265128,3158487.1562742596
9821568723,737689.0213712761,3158596.612470205
802638926,734944.7579427257,3161228.05772952
5780862293,734620.8234197644,3161503.6839786386
802638478,735190.7354077968,3160020.618704796
802638994,735264.784568945,3160311.3734608074
802638288,735229.5050824343,3158024.947297931
9837668854,735140.8290959033,3158010.0081197387
802639822,735242.5936401855,3158026.130036376
802638852,735206.935823069,3158223.128209368
802639023,736181.6317128686,3159255.888359453
802638476,736066.7470989481,3160112.7713504857
802638309,736316.749248596,3159823.724532969
802639651,735547.3833737727,3158889.0745405857
802638348,735756.4586618101,3160072.109553228
802639892,735342.3795860361,3160539.8956381935
9865325891,735767.1936977359,3160480.8275239165
802638355,734706.7488955113,3160722.945757788
9850364971,734066.6272901554,3160908.0012653954
802638368,734478.2402597765,3160502.8851399045
12683550381,734445.5383678323,3160383.5324937846
9852502252,734364.816771266,3160534.2803796795
9819307395,734633.5203725963,3160456.738751598
802638370,735303.5543506519,3159197.100093364
9864942393,735305.2140950703,3159209.541080117
9864970742,735318.0422356927,3159084.069482164
802638392,735156.3090843211,3161029.4311153307
802638405,735332.966884748,3160543.509915282
802639998,734719.9632572365,3160720.1389577803
802638407,735279.0671810163,3160321.717114363
9865325898,735344.9805630036,3160330.857407568
802638971,735276.4281215722,3160312.7159646996
9850482774,735752.6318573407,3161557.038126005
802638473,735351.6783769227,3159214.265613602
4215212290,735451.0017694489,3159225.129859783
9865325846,735388.4671051002,3159307.3575672735
802638487,736079.6475435285,3160114.4282443677
802639013,735998.3363614741,3160262.649037773
802638802,735187.9876472214,3160012.1476435964
802638508,735579.5383784004,3159233.3107366567
802639163,735579.3318845326,3159224.5801644023
4215212294,735658.4795464107,3159283.441001009
802638539,736110.996861851,3159783.3983362205
802638536,734405.9524945046,3160297.9831430023
802638563,736109.130860552,3159799.239158397
802638952,735445.7429982409,3160955.86165279
802638567,734584.4973359422,3160248.908151298
802638877,734581.8492514475,3160239.3526187725
10593480637,734860.4745250801,3160144.9493395723
9864970735,735565.6157389738,3159120.652041346
12120037048,735439.0459742618,3159097.8412231645
802638806,735508.8665126872,3161229.335110601
802640043,735499.495452476,3161224.567341355
802638833,736611.4652891336,3159372.408753955
802638890,736195.3594783844,3159257.839164997
9850178110,735095.6692253931,3161404.703460339
802638956,735567.6641101693,3159223.4143794347
802639099,735567.8895202115,3159232.178595311
9864942394,735450.5663150251,3159211.704391725
9819478247,735397.1119628933,3161304.995633965
802639776,735267.3989486486,3160320.141259395
802639157,735990.1091364352,3160270.5778484284
9838358171,736439.7254514754,3159923.3150887857
9838346050,736480.6539657363,3159954.300720986
9853277318,735835.4079420174,3159397.647241587
802639810,735767.3435526587,3160467.535726491
9864970734,735578.4559206459,3159121.952247346
802639714,735350.9452865068,3158867.2681195415
12120037046,735329.7892513127,3158973.9333462957
802639762,734421.4911985218,3160312.131857548
9644608458,734429.1052905748,3160335.292004784
9865325892,735758.7159741063,3160472.0192654557
9865325899,735345.9766677014,3160321.230660917
802639814,735775.6146626475,3160475.9073937936
1817451139,735248.4561088282,3157982.3384433803
802639954,735221.7080202932,3158225.309369526
